Online,Venue,yes_rsvp_count,Duration Minutes,int,Entry Fee,meta_category.name,members,Group,Pro,Duration Hours,Datetime,EDT,
,,6,120,8,FREE,Social,166,Ladies About Town,NO,2.0,12-07-20 16:30,16:30:00,
,,3,180,12,FREE,Social,166,Ladies About Town,NO,3.0,25-07-20 11:30,11:30:00,
,,9,120,8,FREE,Social,166,Ladies About Town,NO,2.0,26-07-20 17:00,17:00:00,
,,4,120,8,FREE,Social,166,Ladies About Town,NO,2.0,06-08-20 18:00,18:00:00,
,,5,120,8,FREE,Social,166,Ladies About Town,NO,2.0,09-08-20 10:00,10:00:00,
,,6,120,8,FREE,Social,166,Ladies About Town,NO,2.0,09-08-20 17:00,17:00:00,
,,4,120,8,FREE,Social,166,Ladies About Town,NO,2.0,12-08-20 19:00,19:00:00,
,,3,120,8,FREE,Social,166,Ladies About Town,NO,2.0,15-08-20 10:00,10:00:00,
,,10,180,12,FREE,Social,166,Ladies About Town,NO,3.0,15-08-20 19:00,19:00:00,
,,4,120,8,FREE,Social,166,Ladies About Town,NO,2.0,21-08-20 18:30,18:30:00,
,,1,120,8,FREE,Social,166,Ladies About Town,NO,2.0,23-08-20 11:00,11:00:00,
,,9,120,8,FREE,Social,166,Ladies About Town,NO,2.0,23-08-20 17:00,17:00:00,
,,1,120,8,FREE,Social,166,Ladies About Town,NO,2.0,23-08-20 17:00,17:00:00,
,,4,120,8,FREE,Social,166,Ladies About Town,NO,2.0,28-08-20 19:00,19:00:00,
,,7,120,8,FREE,Social,166,Ladies About Town,NO,2.0,29-08-20 12:00,12:00:00,
,,6,120,8,FREE,Social,166,Ladies About Town,NO,2.0,30-08-20 18:00,18:00:00,
YES,Online,5,120,8,FREE,Social,374,Ottawa Men's Issues Meetup (by Canadian Assoc. for Equality),NO,2.0,14-05-20 20:00,20:00:00,
YES,Online,8,120,8,FREE,Social,374,Ottawa Men's Issues Meetup (by Canadian Assoc. for Equality),NO,2.0,04-06-20 20:00,20:00:00,
YES,Online,6,120,8,FREE,Social,374,Ottawa Men's Issues Meetup (by Canadian Assoc. for Equality),NO,2.0,11-06-20 20:00,20:00:00,
NO,The Grand Pizzeria and Bar,1,120,8,FREE,Social,207,"Ottawa friendly social ( restaurants, arts, outdoor, pubs)",NO,2.0,17-07-20 17:00,17:00:00,
YES,Online,72,90,6,FREE,Career & Business,2220,The Ottawa Network,NO,1.5,04-06-20 18:15,18:15:00,
YES,Online,46,120,8,FREE,Career & Business,2220,The Ottawa Network,NO,2.0,30-07-20 19:00,19:00:00,
YES,Online,32,40,3,FREE,Career & Business,902,Ottawa Small Landlord Association,NO,0.7,29-07-20 15:30,15:30:00,
,,1,120,8,FREE,Career & Business,214,Ottawa Savvy Real Estate Investing Group,NO,2.0,04-05-20 19:00,19:00:00,
YES,Online,15,120,8,FREE,Career & Business,214,Ottawa Savvy Real Estate Investing Group,NO,2.0,06-05-20 19:00,19:00:00,
YES,Online,14,120,8,FREE,Career & Business,214,Ottawa Savvy Real Estate Investing Group,NO,2.0,07-05-20 19:00,19:00:00,
YES,Online,16,120,8,FREE,Career & Business,214,Ottawa Savvy Real Estate Investing Group,NO,2.0,27-05-20 19:00,19:00:00,
YES,Online,33,90,6,FREE,Career & Business,214,Ottawa Savvy Real Estate Investing Group,NO,1.5,16-06-20 18:30,18:30:00,
NO,Ottawa,9,60,4,FREE,Career & Business,1709,Connect Ottawa Business People,NO,1.0,05-05-20 13:00,13:00:00,
NO,Ottawa,9,60,4,FREE,Career & Business,1709,Connect Ottawa Business People,NO,1.0,06-05-20 11:00,11:00:00,
NO,Ottawa,8,90,6,FREE,Career & Business,1709,Connect Ottawa Business People,NO,1.5,07-05-20 13:00,13:00:00,
NO,Ottawa,6,60,4,FREE,Career & Business,1709,Connect Ottawa Business People,NO,1.0,12-05-20 13:00,13:00:00,
NO,Ottawa,9,60,4,FREE,Career & Business,1709,Connect Ottawa Business People,NO,1.0,13-05-20 11:00,11:00:00,
NO,Ottawa,6,90,6,FREE,Career & Business,1709,Connect Ottawa Business People,NO,1.5,14-05-20 13:00,13:00:00,
NO,Ottawa,6,60,4,FREE,Career & Business,1709,Connect Ottawa Business People,NO,1.0,19-05-20 13:00,13:00:00,
NO,Ottawa,6,60,4,FREE,Career & Business,1709,Connect Ottawa Business People,NO,1.0,20-05-20 11:00,11:00:00,
NO,Ottawa,9,90,6,FREE,Career & Business,1709,Connect Ottawa Business People,NO,1.5,21-05-20 13:00,13:00:00,
NO,Ottawa,9,60,4,FREE,Career & Business,1709,Connect Ottawa Business People,NO,1.0,26-05-20 13:00,13:00:00,
NO,Ottawa,6,60,4,FREE,Career & Business,1709,Connect Ottawa Business People,NO,1.0,27-05-20 11:00,11:00:00,
NO,Ottawa,8,90,6,FREE,Career & Business,1709,Connect Ottawa Business People,NO,1.5,28-05-20 13:00,13:00:00,
NO,Ottawa,7,60,4,FREE,Career & Business,1709,Connect Ottawa Business People,NO,1.0,02-06-20 13:00,13:00:00,
NO,Ottawa,8,60,4,FREE,Career & Business,1709,Connect Ottawa Business People,NO,1.0,03-06-20 12:00,12:00:00,
NO,Ottawa,5,90,6,FREE,Career & Business,1709,Connect Ottawa Business People,NO,1.5,04-06-20 13:00,13:00:00,
NO,Ottawa,5,60,4,FREE,Career & Business,1709,Connect Ottawa Business People,NO,1.0,09-06-20 13:00,13:00:00,
NO,Ottawa,3,90,6,FREE,Career & Business,1709,Connect Ottawa Business People,NO,1.5,11-06-20 13:00,13:00:00,
NO,Ottawa,4,60,4,FREE,Career & Business,1709,Connect Ottawa Business People,NO,1.0,16-06-20 13:00,13:00:00,
NO,Ottawa,4,60,4,FREE,Career & Business,1709,Connect Ottawa Business People,NO,1.0,23-06-20 13:00,13:00:00,
NO,Ottawa,5,90,6,FREE,Career & Business,1709,Connect Ottawa Business People,NO,1.5,25-06-20 13:00,13:00:00,
NO,Ottawa,3,60,4,FREE,Career & Business,1709,Connect Ottawa Business People,NO,1.0,30-06-20 13:00,13:00:00,
NO,Ottawa,4,60,4,FREE,Career & Business,1709,Connect Ottawa Business People,NO,1.0,07-07-20 13:00,13:00:00,
NO,Ottawa,4,90,6,FREE,Career & Business,1709,Connect Ottawa Business People,NO,1.5,09-07-20 13:00,13:00:00,
NO,Ottawa,6,60,4,FREE,Career & Business,1709,Connect Ottawa Business People,NO,1.0,14-07-20 13:00,13:00:00,
YES,Online,3,90,6,FREE,Career & Business,1709,Connect Ottawa Business People,NO,1.5,16-07-20 13:00,13:00:00,
YES,Online,2,60,4,FREE,Career & Business,1709,Connect Ottawa Business People,NO,1.0,21-07-20 13:00,13:00:00,
,,3,90,6,FREE,Career & Business,1709,Connect Ottawa Business People,NO,1.5,23-07-20 13:00,13:00:00,
YES,Online,7,60,4,FREE,Career & Business,1709,Connect Ottawa Business People,NO,1.0,28-07-20 13:00,13:00:00,
NO,Ottawa,7,60,4,FREE,Career & Business,1709,Connect Ottawa Business People,NO,1.0,11-08-20 13:00,13:00:00,
,,3,90,6,FREE,Career & Business,1709,Connect Ottawa Business People,NO,1.5,13-08-20 13:00,13:00:00,
NO,Ottawa,4,60,4,FREE,Career & Business,1709,Connect Ottawa Business People,NO,1.0,18-08-20 13:00,13:00:00,
YES,Online,4,90,6,FREE,Career & Business,1709,Connect Ottawa Business People,NO,1.5,20-08-20 13:00,13:00:00,
NO,Ottawa,5,60,4,FREE,Career & Business,1709,Connect Ottawa Business People,NO,1.0,25-08-20 13:00,13:00:00,
YES,Online,5,180,12,FREE,Career & Business,777,Ottawa GoGeomatics Canada Monthly Networking Social,NO,3.0,23-05-20 10:00,10:00:00,
YES,Online,4,60,4,FREE,Career & Business,777,Ottawa GoGeomatics Canada Monthly Networking Social,NO,1.0,04-06-20 19:00,19:00:00,
YES,Online,4,30,2,FREE,Career & Business,777,Ottawa GoGeomatics Canada Monthly Networking Social,NO,0.5,18-06-20 19:00,19:00:00,
YES,Online,7,60,4,FREE,Career & Business,777,Ottawa GoGeomatics Canada Monthly Networking Social,NO,1.0,02-07-20 20:00,20:00:00,
YES,Online,7,90,6,FREE,Career & Business,777,Ottawa GoGeomatics Canada Monthly Networking Social,NO,1.5,27-08-20 19:00,19:00:00,
YES,Online,3,120,8,FREE,Career & Business,948,Enhanced Business Networking Ottawa,YES,2.0,07-05-20 20:00,20:00:00,
YES,Online,10,120,8,FREE,Career & Business,948,Enhanced Business Networking Ottawa,YES,2.0,22-05-20 13:00,13:00:00,
YES,Online,3,120,8,FREE,Career & Business,948,Enhanced Business Networking Ottawa,YES,2.0,09-06-20 20:00,20:00:00,
YES,Online,2,90,6,FREE,Career & Business,948,Enhanced Business Networking Ottawa,YES,1.5,11-06-20 13:00,13:00:00,
YES,Online,1,90,6,FREE,Career & Business,948,Enhanced Business Networking Ottawa,YES,1.5,18-06-20 13:00,13:00:00,
YES,Online,5,90,6,FREE,Career & Business,948,Enhanced Business Networking Ottawa,YES,1.5,16-07-20 13:00,13:00:00,
YES,Online,4,120,8,FREE,Career & Business,948,Enhanced Business Networking Ottawa,YES,2.0,21-07-20 20:00,20:00:00,
YES,Online,3,60,4,FREE,Career & Business,66,Real Property Investments Networking Group - Ottawa,NO,1.0,02-05-20 12:00,12:00:00,
YES,Online,1,120,8,FREE,Career & Business,66,Real Property Investments Networking Group - Ottawa,NO,2.0,02-05-20 12:00,12:00:00,
YES,Online,4,120,8,FREE,Career & Business,66,Real Property Investments Networking Group - Ottawa,NO,2.0,05-05-20 19:00,19:00:00,
YES,Online,1,60,4,FREE,Career & Business,66,Real Property Investments Networking Group - Ottawa,NO,1.0,07-05-20 12:00,12:00:00,
YES,Online,3,120,8,FREE,Career & Business,66,Real Property Investments Networking Group - Ottawa,NO,2.0,09-05-20 12:00,12:00:00,
YES,Online,3,120,8,FREE,Career & Business,66,Real Property Investments Networking Group - Ottawa,NO,2.0,14-05-20 19:00,19:00:00,
YES,Online,1,120,8,FREE,Career & Business,66,Real Property Investments Networking Group - Ottawa,NO,2.0,16-05-20 12:00,12:00:00,
YES,Online,1,180,12,FREE,Career & Business,66,Real Property Investments Networking Group - Ottawa,NO,3.0,20-05-20 19:00,19:00:00,
YES,Online,1,60,4,FREE,Career & Business,66,Real Property Investments Networking Group - Ottawa,NO,1.0,23-05-20 12:00,12:00:00,
YES,Online,1,120,8,FREE,Career & Business,66,Real Property Investments Networking Group - Ottawa,NO,2.0,23-05-20 12:00,12:00:00,
YES,Online,2,120,8,FREE,Career & Business,66,Real Property Investments Networking Group - Ottawa,NO,2.0,28-05-20 19:00,19:00:00,
YES,Online,1,60,4,FREE,Career & Business,66,Real Property Investments Networking Group - Ottawa,NO,1.0,30-05-20 12:00,12:00:00,
YES,Online,2,120,8,FREE,Career & Business,66,Real Property Investments Networking Group - Ottawa,NO,2.0,30-05-20 12:00,12:00:00,
YES,Online,1,180,12,FREE,Career & Business,66,Real Property Investments Networking Group - Ottawa,NO,3.0,04-06-20 19:00,19:00:00,
YES,Online,2,60,4,FREE,Career & Business,66,Real Property Investments Networking Group - Ottawa,NO,1.0,06-06-20 12:00,12:00:00,
YES,Online,1,120,8,FREE,Career & Business,66,Real Property Investments Networking Group - Ottawa,NO,2.0,06-06-20 12:00,12:00:00,
YES,Online,2,180,12,FREE,Career & Business,66,Real Property Investments Networking Group - Ottawa,NO,3.0,11-06-20 19:00,19:00:00,
YES,Online,1,60,4,FREE,Career & Business,66,Real Property Investments Networking Group - Ottawa,NO,1.0,13-06-20 12:00,12:00:00,
YES,Online,1,60,4,FREE,Career & Business,66,Real Property Investments Networking Group - Ottawa,NO,1.0,16-06-20 12:00,12:00:00,
YES,Online,1,180,12,FREE,Career & Business,66,Real Property Investments Networking Group - Ottawa,NO,3.0,17-06-20 19:00,19:00:00,
YES,Online,2,180,12,FREE,Career & Business,66,Real Property Investments Networking Group - Ottawa,NO,3.0,25-06-20 19:00,19:00:00,
YES,Online,4,120,8,FREE,Career & Business,66,Real Property Investments Networking Group - Ottawa,NO,2.0,30-07-20 18:00,18:00:00,
YES,Online,2,180,12,FREE,Career & Business,66,Real Property Investments Networking Group - Ottawa,NO,3.0,06-08-20 19:00,19:00:00,
NO,Royal Canadian Legion Branch 593,1,45,3,FREE,Career & Business,50,"Bells Corners, Ottawa Community & Stittsville Toastmasters",NO,0.8,07-05-20 19:00,19:00:00,
NO,Royal Canadian Legion Branch 593,1,45,3,FREE,Career & Business,50,"Bells Corners, Ottawa Community & Stittsville Toastmasters",NO,0.8,14-05-20 19:00,19:00:00,
YES,Online,3,90,6,FREE,Career & Business,50,"Bells Corners, Ottawa Community & Stittsville Toastmasters",NO,1.5,21-05-20 19:00,19:00:00,
YES,Online,2,90,6,FREE,Career & Business,50,"Bells Corners, Ottawa Community & Stittsville Toastmasters",NO,1.5,28-05-20 19:00,19:00:00,
YES,Online,1,60,4,FREE,Career & Business,50,"Bells Corners, Ottawa Community & Stittsville Toastmasters",NO,1.0,04-06-20 19:00,19:00:00,
YES,Online,1,90,6,FREE,Career & Business,50,"Bells Corners, Ottawa Community & Stittsville Toastmasters",NO,1.5,11-06-20 19:00,19:00:00,
YES,Online,1,60,4,FREE,Career & Business,50,"Bells Corners, Ottawa Community & Stittsville Toastmasters",NO,1.0,18-06-20 19:00,19:00:00,
YES,Online,1,60,4,FREE,Career & Business,50,"Bells Corners, Ottawa Community & Stittsville Toastmasters",NO,1.0,25-06-20 19:00,19:00:00,
YES,Online,5,60,4,FREE,Career & Business,50,"Bells Corners, Ottawa Community & Stittsville Toastmasters",NO,1.0,30-06-20 12:00,12:00:00,
YES,Online,1,60,4,FREE,Career & Business,50,"Bells Corners, Ottawa Community & Stittsville Toastmasters",NO,1.0,02-07-20 19:00,19:00:00,
YES,Online,2,60,4,FREE,Career & Business,50,"Bells Corners, Ottawa Community & Stittsville Toastmasters",NO,1.0,07-07-20 12:00,12:00:00,
YES,Online,1,60,4,FREE,Career & Business,50,"Bells Corners, Ottawa Community & Stittsville Toastmasters",NO,1.0,09-07-20 19:00,19:00:00,
YES,Online,2,60,4,FREE,Career & Business,50,"Bells Corners, Ottawa Community & Stittsville Toastmasters",NO,1.0,14-07-20 12:00,12:00:00,
YES,Online,1,60,4,FREE,Career & Business,50,"Bells Corners, Ottawa Community & Stittsville Toastmasters",NO,1.0,16-07-20 19:00,19:00:00,
YES,Online,3,60,4,FREE,Career & Business,50,"Bells Corners, Ottawa Community & Stittsville Toastmasters",NO,1.0,21-07-20 12:00,12:00:00,
YES,Online,1,60,4,FREE,Career & Business,50,"Bells Corners, Ottawa Community & Stittsville Toastmasters",NO,1.0,23-07-20 19:00,19:00:00,
YES,Online,2,60,4,FREE,Career & Business,50,"Bells Corners, Ottawa Community & Stittsville Toastmasters",NO,1.0,28-07-20 12:00,12:00:00,
YES,Online,1,60,4,FREE,Career & Business,50,"Bells Corners, Ottawa Community & Stittsville Toastmasters",NO,1.0,30-07-20 19:00,19:00:00,
YES,Online,4,60,4,FREE,Career & Business,50,"Bells Corners, Ottawa Community & Stittsville Toastmasters",NO,1.0,04-08-20 12:00,12:00:00,
YES,Online,1,60,4,FREE,Career & Business,50,"Bells Corners, Ottawa Community & Stittsville Toastmasters",NO,1.0,06-08-20 19:00,19:00:00,
YES,Online,1,60,4,FREE,Career & Business,50,"Bells Corners, Ottawa Community & Stittsville Toastmasters",NO,1.0,11-08-20 12:00,12:00:00,
YES,Online,1,60,4,FREE,Career & Business,50,"Bells Corners, Ottawa Community & Stittsville Toastmasters",NO,1.0,13-08-20 19:00,19:00:00,
YES,Online,2,60,4,FREE,Career & Business,50,"Bells Corners, Ottawa Community & Stittsville Toastmasters",NO,1.0,18-08-20 12:00,12:00:00,
YES,Online,1,60,4,FREE,Career & Business,50,"Bells Corners, Ottawa Community & Stittsville Toastmasters",NO,1.0,20-08-20 19:00,19:00:00,
YES,Online,5,60,4,FREE,Career & Business,50,"Bells Corners, Ottawa Community & Stittsville Toastmasters",NO,1.0,25-08-20 12:00,12:00:00,
YES,Online,1,60,4,FREE,Career & Business,50,"Bells Corners, Ottawa Community & Stittsville Toastmasters",NO,1.0,27-08-20 19:00,19:00:00,
YES,Online,4,60,4,FREE,Career & Business,139,"Ottawa Real Estate Wholesale, Off Market Cash Buyers club",NO,1.0,06-05-20 19:00,19:00:00,
YES,Online,2,60,4,FREE,Career & Business,139,"Ottawa Real Estate Wholesale, Off Market Cash Buyers club",NO,1.0,06-05-20 19:00,19:00:00,
YES,Online,1,180,12,PAID,Career & Business,139,"Ottawa Real Estate Wholesale, Off Market Cash Buyers club",NO,3.0,09-05-20 14:00,14:00:00,
YES,Online,1,180,12,PAID,Career & Business,139,"Ottawa Real Estate Wholesale, Off Market Cash Buyers club",NO,3.0,09-05-20 14:00,14:00:00,
YES,Online,1,180,12,PAID,Career & Business,139,"Ottawa Real Estate Wholesale, Off Market Cash Buyers club",NO,3.0,16-05-20 14:00,14:00:00,
YES,Online,1,180,12,PAID,Career & Business,139,"Ottawa Real Estate Wholesale, Off Market Cash Buyers club",NO,3.0,16-05-20 14:00,14:00:00,
YES,Online,1,180,12,PAID,Career & Business,139,"Ottawa Real Estate Wholesale, Off Market Cash Buyers club",NO,3.0,30-05-20 14:00,14:00:00,
YES,Online,3,120,8,FREE,Career & Business,139,"Ottawa Real Estate Wholesale, Off Market Cash Buyers club",NO,2.0,13-06-20 14:00,14:00:00,
YES,Online,1,180,12,PAID,Career & Business,139,"Ottawa Real Estate Wholesale, Off Market Cash Buyers club",NO,3.0,28-06-20 19:00,19:00:00,
YES,Online,6,180,12,FREE,Career & Business,139,"Ottawa Real Estate Wholesale, Off Market Cash Buyers club",NO,3.0,11-07-20 14:00,14:00:00,
YES,Online,1,180,12,PAID,Career & Business,139,"Ottawa Real Estate Wholesale, Off Market Cash Buyers club",NO,3.0,14-07-20 19:00,19:00:00,
YES,Online,1,180,12,PAID,Career & Business,139,"Ottawa Real Estate Wholesale, Off Market Cash Buyers club",NO,3.0,30-07-20 19:00,19:00:00,
YES,Online,1,180,12,PAID,Career & Business,139,"Ottawa Real Estate Wholesale, Off Market Cash Buyers club",NO,3.0,13-08-20 19:00,19:00:00,
YES,Online,4,180,12,FREE,Career & Business,139,"Ottawa Real Estate Wholesale, Off Market Cash Buyers club",NO,3.0,15-08-20 14:00,14:00:00,
YES,Online,1,180,12,PAID,Career & Business,139,"Ottawa Real Estate Wholesale, Off Market Cash Buyers club",NO,3.0,27-08-20 19:00,19:00:00,
YES,Online,1,60,4,FREE,Career & Business,89,Health 4.0 Network,NO,1.0,04-05-20 12:00,12:00:00,
YES,Online,1,60,4,FREE,Career & Business,89,Health 4.0 Network,NO,1.0,18-05-20 12:00,12:00:00,
YES,Online,2,60,4,FREE,Career & Business,89,Health 4.0 Network,NO,1.0,20-05-20 18:00,18:00:00,
YES,Online,1,60,4,FREE,Career & Business,89,Health 4.0 Network,NO,1.0,25-05-20 12:00,12:00:00,
YES,Online,2,120,8,FREE,Career & Business,279,The Savvy Networker Ottawa,NO,2.0,14-05-20 19:00,19:00:00,
YES,Online,3,120,8,FREE,Career & Business,279,The Savvy Networker Ottawa,NO,2.0,23-06-20 19:00,19:00:00,
YES,Online,2,120,8,FREE,Career & Business,279,The Savvy Networker Ottawa,NO,2.0,23-07-20 19:00,19:00:00,
YES,Online,2,60,4,FREE,Career & Business,279,The Savvy Networker Ottawa,NO,1.0,13-08-20 11:00,11:00:00,
YES,Online,2,120,8,FREE,Career & Business,279,The Savvy Networker Ottawa,NO,2.0,20-08-20 19:00,19:00:00,
YES,Online,3,60,4,FREE,Career & Business,41,"Communication and Leadership Skills - Downtown Ottawa, ON",NO,1.0,02-07-20 07:15,07:15:00,
YES,Online,3,60,4,FREE,Career & Business,41,"Communication and Leadership Skills - Downtown Ottawa, ON",NO,1.0,09-07-20 07:15,07:15:00,
YES,Online,3,90,6,FREE,Career & Business,41,"Communication and Leadership Skills - Downtown Ottawa, ON",NO,1.5,09-07-20 18:00,18:00:00,
YES,Online,3,60,4,FREE,Career & Business,41,"Communication and Leadership Skills - Downtown Ottawa, ON",NO,1.0,13-07-20 11:55,11:55:00,
YES,Online,3,60,4,FREE,Career & Business,41,"Communication and Leadership Skills - Downtown Ottawa, ON",NO,1.0,16-07-20 07:15,07:15:00,
YES,Online,3,60,4,FREE,Career & Business,41,"Communication and Leadership Skills - Downtown Ottawa, ON",NO,1.0,20-07-20 11:55,11:55:00,
YES,Online,3,60,4,FREE,Career & Business,41,"Communication and Leadership Skills - Downtown Ottawa, ON",NO,1.0,23-07-20 07:15,07:15:00,
YES,Online,6,90,6,FREE,Career & Business,41,"Communication and Leadership Skills - Downtown Ottawa, ON",NO,1.5,23-07-20 18:00,18:00:00,
YES,Online,2,60,4,FREE,Career & Business,41,"Communication and Leadership Skills - Downtown Ottawa, ON",NO,1.0,27-07-20 11:55,11:55:00,
YES,Online,1,90,6,FREE,Career & Business,41,"Communication and Leadership Skills - Downtown Ottawa, ON",NO,1.5,28-07-20 18:15,18:15:00,
YES,Online,2,60,4,FREE,Career & Business,41,"Communication and Leadership Skills - Downtown Ottawa, ON",NO,1.0,30-07-20 07:15,07:15:00,
YES,Online,2,60,4,FREE,Career & Business,41,"Communication and Leadership Skills - Downtown Ottawa, ON",NO,1.0,03-08-20 11:55,11:55:00,
YES,Online,1,60,4,FREE,Career & Business,41,"Communication and Leadership Skills - Downtown Ottawa, ON",NO,1.0,06-08-20 07:15,07:15:00,
YES,Online,2,90,6,FREE,Career & Business,41,"Communication and Leadership Skills - Downtown Ottawa, ON",NO,1.5,06-08-20 18:00,18:00:00,
YES,Online,2,60,4,FREE,Career & Business,41,"Communication and Leadership Skills - Downtown Ottawa, ON",NO,1.0,10-08-20 11:55,11:55:00,
YES,Online,1,90,6,FREE,Career & Business,41,"Communication and Leadership Skills - Downtown Ottawa, ON",NO,1.5,11-08-20 18:15,18:15:00,
YES,Online,3,60,4,FREE,Career & Business,41,"Communication and Leadership Skills - Downtown Ottawa, ON",NO,1.0,13-08-20 07:15,07:15:00,
YES,Online,2,60,4,FREE,Career & Business,41,"Communication and Leadership Skills - Downtown Ottawa, ON",NO,1.0,17-08-20 11:55,11:55:00,
YES,Online,3,60,4,FREE,Career & Business,41,"Communication and Leadership Skills - Downtown Ottawa, ON",NO,1.0,20-08-20 07:15,07:15:00,
YES,Online,2,90,6,FREE,Career & Business,41,"Communication and Leadership Skills - Downtown Ottawa, ON",NO,1.5,20-08-20 18:00,18:00:00,
YES,Online,1,60,4,FREE,Career & Business,41,"Communication and Leadership Skills - Downtown Ottawa, ON",NO,1.0,24-08-20 11:55,11:55:00,
YES,Online,1,90,6,FREE,Career & Business,41,"Communication and Leadership Skills - Downtown Ottawa, ON",NO,1.5,25-08-20 18:15,18:15:00,
YES,Online,2,60,4,FREE,Career & Business,41,"Communication and Leadership Skills - Downtown Ottawa, ON",NO,1.0,27-08-20 07:15,07:15:00,
YES,Online,2,60,4,FREE,Career & Business,41,"Communication and Leadership Skills - Downtown Ottawa, ON",NO,1.0,31-08-20 11:55,11:55:00,
YES,Online,10,60,4,FREE,Career & Business,29,Be a Better Communicator with Speakers Corner Toastmasters!,NO,1.0,07-07-20 12:00,12:00:00,
YES,Online,2,60,4,FREE,Career & Business,29,Be a Better Communicator with Speakers Corner Toastmasters!,NO,1.0,14-07-20 12:00,12:00:00,
YES,Online,5,60,4,FREE,Career & Business,29,Be a Better Communicator with Speakers Corner Toastmasters!,NO,1.0,21-07-20 12:00,12:00:00,
YES,Online,2,60,4,FREE,Career & Business,29,Be a Better Communicator with Speakers Corner Toastmasters!,NO,1.0,28-07-20 12:00,12:00:00,
YES,Online,4,60,4,FREE,Career & Business,29,Be a Better Communicator with Speakers Corner Toastmasters!,NO,1.0,04-08-20 12:00,12:00:00,
YES,Online,1,60,4,FREE,Career & Business,29,Be a Better Communicator with Speakers Corner Toastmasters!,NO,1.0,11-08-20 12:00,12:00:00,
YES,Online,2,60,4,FREE,Career & Business,29,Be a Better Communicator with Speakers Corner Toastmasters!,NO,1.0,18-08-20 12:00,12:00:00,
YES,Online,2,60,4,FREE,Career & Business,29,Be a Better Communicator with Speakers Corner Toastmasters!,NO,1.0,25-08-20 12:00,12:00:00,
YES,Online,19,120,8,FREE,Career & Business,447,Building Wealth through US  Real Estate-Ottawa,NO,2.0,30-06-20 19:00,19:00:00,
YES,Online,9,90,6,FREE,Career & Business,497,Ottawa's Strengths Movement,NO,1.5,12-05-20 19:00,19:00:00,
YES,Online,5,90,6,FREE,Career & Business,497,Ottawa's Strengths Movement,NO,1.5,09-06-20 19:00,19:00:00,
YES,Online,4,60,4,FREE,Career & Business,30,Public Speaking and Leadership Development Club,NO,1.0,21-07-20 12:00,12:00:00,
YES,Online,3,60,4,FREE,Career & Business,30,Public Speaking and Leadership Development Club,NO,1.0,22-07-20 12:00,12:00:00,
YES,Online,1,60,4,FREE,Career & Business,30,Public Speaking and Leadership Development Club,NO,1.0,23-07-20 12:00,12:00:00,
YES,Online,3,60,4,FREE,Career & Business,30,Public Speaking and Leadership Development Club,NO,1.0,04-08-20 12:00,12:00:00,
YES,Online,2,60,4,FREE,Career & Business,30,Public Speaking and Leadership Development Club,NO,1.0,05-08-20 12:00,12:00:00,
YES,Online,5,60,4,FREE,Career & Business,30,Public Speaking and Leadership Development Club,NO,1.0,18-08-20 12:00,12:00:00,
YES,Online,1,60,4,FREE,Career & Business,30,Public Speaking and Leadership Development Club,NO,1.0,19-08-20 12:00,12:00:00,
YES,Online,1,60,4,FREE,Career & Business,30,Public Speaking and Leadership Development Club,NO,1.0,20-08-20 12:00,12:00:00,
YES,Online,3,120,8,FREE,Career & Business,62,"Ottawa Public Speakers, Leadership & Communications Group",NO,2.0,11-05-20 18:30,18:30:00,
,,2,60,4,FREE,Career & Business,11,Ottawa Business Referral Network,NO,1.0,07-05-20 08:00,08:00:00,
,,1,60,4,FREE,Career & Business,11,Ottawa Business Referral Network,NO,1.0,14-05-20 08:00,08:00:00,
,,1,60,4,FREE,Career & Business,11,Ottawa Business Referral Network,NO,1.0,21-05-20 08:00,08:00:00,
,,3,60,4,FREE,Career & Business,11,Ottawa Business Referral Network,NO,1.0,28-05-20 08:00,08:00:00,
,,1,60,4,FREE,Career & Business,11,Ottawa Business Referral Network,NO,1.0,04-06-20 08:00,08:00:00,
,,2,60,4,FREE,Career & Business,11,Ottawa Business Referral Network,NO,1.0,11-06-20 08:00,08:00:00,
,,2,60,4,FREE,Career & Business,11,Ottawa Business Referral Network,NO,1.0,18-06-20 08:00,08:00:00,
,,1,60,4,FREE,Career & Business,11,Ottawa Business Referral Network,NO,1.0,25-06-20 08:00,08:00:00,
,,1,60,4,FREE,Career & Business,11,Ottawa Business Referral Network,NO,1.0,02-07-20 08:00,08:00:00,
,,1,60,4,FREE,Career & Business,11,Ottawa Business Referral Network,NO,1.0,09-07-20 08:00,08:00:00,
,,1,60,4,FREE,Career & Business,11,Ottawa Business Referral Network,NO,1.0,16-07-20 08:00,08:00:00,
,,1,60,4,FREE,Career & Business,11,Ottawa Business Referral Network,NO,1.0,23-07-20 08:00,08:00:00,
,,3,60,4,FREE,Career & Business,11,Ottawa Business Referral Network,NO,1.0,30-07-20 08:00,08:00:00,
,,1,60,4,FREE,Career & Business,11,Ottawa Business Referral Network,NO,1.0,06-08-20 08:00,08:00:00,
,,1,60,4,FREE,Career & Business,11,Ottawa Business Referral Network,NO,1.0,13-08-20 08:00,08:00:00,
,,2,60,4,FREE,Career & Business,11,Ottawa Business Referral Network,NO,1.0,20-08-20 08:00,08:00:00,
,,1,60,4,FREE,Career & Business,11,Ottawa Business Referral Network,NO,1.0,27-08-20 08:00,08:00:00,
